timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
56.50,179.65,veh13,31415835_0,796.87,0.00,18.44,veh_passenger,1078.46,794.23
56.50,210.97,veh8,31415835_0,855.40,0.00,16.51,veh_passenger,1061.85,739.69
56.51,205.81,veh12,31415835_0,825.66,0.00,17.74,veh_passenger,1075.18,766.23
56.51,179.65,veh13,31415835_0,797.05,0.00,18.42,veh_passenger,1078.46,794.05
56.51,211.43,veh8,31415835_0,855.56,0.00,16.48,veh_passenger,1061.74,739.57
56.52,205.81,veh12,31415835_0,825.83,0.00,17.71,veh_passenger,1075.10,766.07
56.52,179.65,veh13,31415835_0,797.24,0.00,18.40,veh_passenger,1078.47,793.86
56.52,211.89,veh8,31415835_0,855.73,0.00,16.45,veh_passenger,1061.64,739.44
56.53,205.81,veh12,31415835_0,826.01,0.00,17.68,veh_passenger,1075.02,765.91
56.53,179.65,veh13,31415835_0,797.42,0.00,18.38,veh_passenger,1078.47,793.68
56.53,212.34,veh8,31415835_0,855.89,0.00,16.41,veh_passenger,1061.53,739.31
56.54,205.81,veh12,31415835_0,826.19,0.00,17.66,veh_passenger,1074.95,765.75
56.54,179.65,veh13,31415835_0,797.60,0.00,18.35,veh_passenger,1078.47,793.50
56.54,212.80,veh8,31415835_0,856.06,0.00,16.38,veh_passenger,1061.43,739.19
56.55,205.81,veh12,31415835_0,826.36,0.00,17.63,veh_passenger,1074.87,765.59
56.55,179.65,veh13,31415835_0,797.79,0.00,18.33,veh_passenger,1078.47,793.31
56.55,213.25,veh8,31415835_0,856.22,0.00,16.33,veh_passenger,1061.33,739.06
56.56,205.81,veh12,31415835_0,826.54,0.00,17.59,veh_passenger,1074.79,765.43
56.56,179.65,veh13,31415835_0,797.97,0.00,18.30,veh_passenger,1078.47,793.13
56.56,213.71,veh8,31415835_0,856.38,0.00,16.30,veh_passenger,1061.22,738.94
56.57,205.81,veh12,31415835_0,826.72,0.00,17.56,veh_passenger,1074.72,765.27
56.57,179.65,veh13,31415835_0,798.15,0.00,18.28,veh_passenger,1078.47,792.95
56.57,214.16,veh8,31415835_0,856.55,0.00,16.27,veh_passenger,1061.12,738.81
56.58,205.81,veh12,31415835_0,826.89,0.00,17.53,veh_passenger,1074.64,765.12
56.58,179.65,veh13,31415835_0,798.34,0.00,18.25,veh_passenger,1078.47,792.76
56.58,214.61,veh8,31415835_0,856.71,0.00,16.24,veh_passenger,1061.01,738.69
56.59,205.81,veh12,31415835_0,827.07,0.00,17.51,veh_passenger,1074.56,764.96
56.59,179.65,veh13,31415835_0,798.52,0.00,18.23,veh_passenger,1078.47,792.58
56.59,215.06,veh8,31415835_0,856.87,0.00,16.20,veh_passenger,1060.91,738.56
56.60,205.81,veh12,31415835_0,827.24,0.00,17.49,veh_passenger,1074.49,764.80
56.60,179.65,veh13,31415835_0,798.70,0.00,18.22,veh_passenger,1078.47,792.40
56.60,215.51,veh8,31415835_0,857.03,0.00,16.16,veh_passenger,1060.81,738.44
56.61,205.81,veh12,31415835_0,827.41,0.00,17.46,veh_passenger,1074.41,764.64
56.61,179.65,veh13,31415835_0,798.88,0.00,18.20,veh_passenger,1078.48,792.22
56.61,215.96,veh8,31415835_0,857.19,0.00,16.13,veh_passenger,1060.70,738.31
56.62,205.81,veh12,31415835_0,827.59,0.00,17.42,veh_passenger,1074.34,764.49
56.62,179.65,veh13,31415835_0,799.06,0.00,18.17,veh_passenger,1078.48,792.04
56.62,216.40,veh8,31415835_0,857.35,0.00,16.09,veh_passenger,1060.60,738.19
56.63,205.81,veh12,31415835_0,827.76,0.00,17.39,veh_passenger,1074.26,764.33
56.63,179.65,veh13,31415835_0,799.25,0.00,18.14,veh_passenger,1078.48,791.85
56.63,216.85,veh8,31415835_0,857.51,0.00,16.06,veh_passenger,1060.50,738.07
56.64,205.81,veh12,31415835_0,827.94,0.00,17.36,veh_passenger,1074.19,764.17
56.64,179.65,veh13,31415835_0,799.43,0.00,18.12,veh_passenger,1078.48,791.67
56.64,217.29,veh8,31415835_0,857.67,0.00,16.03,veh_passenger,1060.40,737.94
56.65,205.81,veh12,31415835_0,828.11,0.00,17.34,veh_passenger,1074.11,764.02
56.65,179.65,veh13,31415835_0,799.61,0.00,18.10,veh_passenger,1078.48,791.49
56.65,217.73,veh8,31415835_0,857.83,0.00,15.98,veh_passenger,1060.30,737.82
56.66,205.81,veh12,31415835_0,828.28,0.00,17.31,veh_passenger,1074.03,763.86
56.66,179.65,veh13,31415835_0,799.79,0.00,18.08,veh_passenger,1078.48,791.31
56.66,218.17,veh8,31415835_0,857.99,0.00,15.96,veh_passenger,1060.19,737.70
56.67,205.81,veh12,31415835_0,828.46,0.00,17.28,veh_passenger,1073.96,763.71
56.67,179.65,veh13,31415835_0,799.97,0.00,18.05,veh_passenger,1078.48,791.13
56.67,218.61,veh8,31415835_0,858.15,0.00,15.91,veh_passenger,1060.09,737.57
56.68,205.81,veh12,31415835_0,828.63,0.00,17.26,veh_passenger,1073.88,763.55
56.68,179.65,veh13,31415835_0,800.15,0.00,18.02,veh_passenger,1078.48,790.95
56.68,219.05,veh8,31415835_0,858.31,0.00,15.87,veh_passenger,1059.99,737.45
56.69,205.81,veh12,31415835_0,828.80,0.00,17.22,veh_passenger,1073.81,763.40
56.69,179.65,veh13,31415835_0,800.33,0.00,18.01,veh_passenger,1078.48,790.77
56.69,219.49,veh8,31415835_0,858.47,0.00,15.84,veh_passenger,1059.89,737.33
56.70,205.81,veh12,31415835_0,828.97,0.00,17.19,veh_passenger,1073.73,763.24
56.70,179.65,veh13,31415835_0,800.51,0.00,17.98,veh_passenger,1078.49,790.59
56.70,219.66,veh8,31415835_0,858.63,0.00,15.82,veh_passenger,1059.79,737.21
56.71,205.81,veh12,31415835_0,829.14,0.00,17.16,veh_passenger,1073.66,763.09
56.71,179.65,veh13,31415835_0,800.69,0.00,17.95,veh_passenger,1078.49,790.41
56.71,219.66,veh8,31415835_0,858.79,0.00,15.78,veh_passenger,1059.69,737.09
56.72,205.81,veh12,31415835_0,829.32,0.00,17.14,veh_passenger,1073.58,762.93
56.72,179.65,veh13,31415835_0,800.87,0.00,17.93,veh_passenger,1078.49,790.23
56.72,219.66,veh8,31415835_0,858.94,0.00,15.73,veh_passenger,1059.59,736.97
56.73,205.81,veh12,31415835_0,829.49,0.00,17.10,veh_passenger,1073.51,762.78
56.73,179.65,veh13,31415835_0,801.05,0.00,17.92,veh_passenger,1078.49,790.05
56.73,219.66,veh8,31415835_0,859.10,0.00,15.71,veh_passenger,1059.49,736.84
56.74,205.81,veh12,31415835_0,829.66,0.00,17.08,veh_passenger,1073.44,762.62
56.74,179.65,veh13,31415835_0,801.23,0.00,17.89,veh_passenger,1078.49,789.87
56.74,219.66,veh8,31415835_0,859.26,0.00,15.67,veh_passenger,1059.39,736.72
56.75,205.81,veh12,31415835_0,829.83,0.00,17.06,veh_passenger,1073.36,762.47
56.75,179.65,veh13,31415835_0,801.41,0.00,17.86,veh_passenger,1078.49,789.70
56.75,219.66,veh8,31415835_0,859.41,0.00,15.63,veh_passenger,1059.29,736.60
56.76,205.81,veh12,31415835_0,830.00,0.00,17.02,veh_passenger,1073.29,762.32
56.76,179.65,veh13,31415835_0,801.58,0.00,17.85,veh_passenger,1078.49,789.52
56.76,219.66,veh8,31415835_0,859.57,0.00,15.60,veh_passenger,1059.19,736.48
56.77,205.81,veh12,31415835_0,830.17,0.00,17.00,veh_passenger,1073.21,762.16
56.77,179.65,veh13,31415835_0,801.76,0.00,17.81,veh_passenger,1078.49,789.34
56.77,219.66,veh8,31415835_0,859.73,0.00,15.57,veh_passenger,1059.09,736.36
56.78,205.81,veh12,31415835_0,830.34,0.00,16.97,veh_passenger,1073.14,762.01
56.78,179.65,veh13,31415835_0,801.94,0.00,17.79,veh_passenger,1078.49,789.16
56.78,219.66,veh8,31415835_0,859.88,0.00,15.53,veh_passenger,1058.99,736.24
56.79,205.81,veh12,31415835_0,830.51,0.00,16.94,veh_passenger,1073.07,761.86
56.79,179.65,veh13,31415835_0,802.12,0.00,17.77,veh_passenger,1078.49,788.98
56.79,219.66,veh8,31415835_0,860.04,0.00,15.50,veh_passenger,1058.89,736.12
56.80,205.81,veh12,31415835_0,830.68,0.00,16.91,veh_passenger,1072.99,761.71
56.80,179.65,veh13,31415835_0,802.29,0.00,17.75,veh_passenger,1078.50,788.81
56.80,219.66,veh8,31415835_0,860.19,0.00,15.46,veh_passenger,1058.79,736.01
56.81,205.81,veh12,31415835_0,830.85,0.00,16.88,veh_passenger,1072.92,761.55
56.81,179.65,veh13,31415835_0,802.47,0.00,17.72,veh_passenger,1078.50,788.63
56.81,219.66,veh8,31415835_0,860.34,0.00,15.42,veh_passenger,1058.69,735.89
56.82,205.81,veh12,31415835_0,831.01,0.00,16.86,veh_passenger,1072.85,761.40
56.82,179.65,veh13,31415835_0,802.65,0.00,17.70,veh_passenger,1078.50,788.45
56.82,219.66,veh8,31415835_0,860.50,0.00,15.39,veh_passenger,1058.60,735.77
56.83,205.81,veh12,31415835_0,831.18,0.00,16.83,veh_passenger,1072.77,761.25
56.83,179.65,veh13,31415835_0,802.83,0.00,17.68,veh_passenger,1078.50,788.27
56.83,219.66,veh8,31415835_0,860.65,0.00,15.36,veh_passenger,1058.50,735.65
56.84,205.81,veh12,31415835_0,831.35,0.00,16.80,veh_passenger,1072.70,761.10
56.84,179.65,veh13,31415835_0,803.00,0.00,17.66,veh_passenger,1078.50,788.10
56.84,219.66,veh8,31415835_0,860.80,0.00,15.32,veh_passenger,1058.40,735.53
56.85,205.81,veh12,31415835_0,831.52,0.00,16.76,veh_passenger,1072.63,760.95
56.85,179.65,veh13,31415835_0,803.18,0.00,17.63,veh_passenger,1078.50,787.92
56.85,219.66,veh8,31415835_0,860.96,0.00,15.29,veh_passenger,1058.30,735.41
56.86,205.81,veh12,31415835_0,831.69,0.00,16.73,veh_passenger,1072.55,760.80
56.86,179.65,veh13,31415835_0,803.35,0.00,17.60,veh_passenger,1078.50,787.75
56.86,219.66,veh8,31415835_0,861.11,0.00,15.25,veh_passenger,1058.20,735.30
56.87,205.81,veh12,31415835_0,831.85,0.00,16.71,veh_passenger,1072.48,760.65
56.87,179.65,veh13,31415835_0,803.53,0.00,17.58,veh_passenger,1078.50,787.57
56.87,219.66,veh8,31415835_0,861.26,0.00,15.22,veh_passenger,1058.11,735.18
56.88,205.81,veh12,31415835_0,832.02,0.00,16.68,veh_passenger,1072.41,760.50
56.88,179.65,veh13,31415835_0,803.71,0.00,17.56,veh_passenger,1078.50,787.39
56.88,219.66,veh8,31415835_0,861.41,0.00,15.18,veh_passenger,1058.01,735.06
56.89,205.81,veh12,31415835_0,832.19,0.00,16.66,veh_passenger,1072.34,760.35
56.89,179.65,veh13,31415835_0,803.88,0.00,17.54,veh_passenger,1078.51,787.22
56.89,219.66,veh8,31415835_0,861.57,0.00,15.14,veh_passenger,1057.91,734.95
56.90,205.81,veh12,31415835_0,832.35,0.00,16.62,veh_passenger,1072.26,760.20
56.90,179.65,veh13,31415835_0,804.06,0.00,17.52,veh_passenger,1078.51,787.04
56.90,219.66,veh8,31415835_0,861.72,0.00,15.11,veh_passenger,1057.82,734.83
56.91,205.81,veh12,31415835_0,832.52,0.00,16.60,veh_passenger,1072.19,760.05
56.91,179.65,veh13,31415835_0,804.23,0.00,17.48,veh_passenger,1078.51,786.87
56.91,219.66,veh8,31415835_0,861.87,0.00,15.08,veh_passenger,1057.72,734.71
56.92,205.81,veh12,31415835_0,832.68,0.00,16.57,veh_passenger,1072.12,759.90
56.92,179.65,veh13,31415835_0,804.41,0.00,17.46,veh_passenger,1078.51,786.69
56.92,219.66,veh8,31415835_0,862.02,0.00,15.04,veh_passenger,1057.62,734.60
56.93,205.81,veh12,31415835_0,832.85,0.00,16.54,veh_passenger,1072.05,759.75
56.93,179.65,veh13,31415835_0,804.58,0.00,17.45,veh_passenger,1078.51,786.52
56.93,219.66,veh8,31415835_0,862.17,0.00,15.00,veh_passenger,1057.53,734.48
56.94,205.81,veh12,31415835_0,833.01,0.00,16.51,veh_passenger,1071.97,759.60
56.94,179.65,veh13,31415835_0,804.75,0.00,17.42,veh_passenger,1078.51,786.35
56.94,219.66,veh8,31415835_0,862.32,0.00,14.97,veh_passenger,1057.43,734.37
56.95,205.81,veh12,31415835_0,833.18,0.00,16.48,veh_passenger,1071.90,759.45
56.95,179.65,veh13,31415835_0,804.93,0.00,17.40,veh_passenger,1078.51,786.17
56.95,219.66,veh8,31415835_0,862.47,0.00,14.94,veh_passenger,1057.34,734.25
56.96,205.81,veh12,31415835_0,833.34,0.00,16.45,veh_passenger,1071.83,759.31
56.96,179.65,veh13,31415835_0,805.10,0.00,17.38,veh_passenger,1078.51,786.00
56.96,219.66,veh8,31415835_0,862.62,0.00,14.91,veh_passenger,1057.24,734.14
56.97,205.81,veh12,31415835_0,833.51,0.00,16.43,veh_passenger,1071.76,759.16
56.97,179.65,veh13,31415835_0,805.28,0.00,17.34,veh_passenger,1078.51,785.82
56.97,219.66,veh8,31415835_0,862.76,0.00,14.86,veh_passenger,1057.15,734.02
56.98,205.81,veh12,31415835_0,833.67,0.00,16.39,veh_passenger,1071.69,759.01
56.98,179.65,veh13,31415835_0,805.45,0.00,17.33,veh_passenger,1078.52,785.65
56.98,219.66,veh8,31415835_0,862.91,0.00,14.84,veh_passenger,1057.05,733.91
56.99,205.81,veh12,31415835_0,833.84,0.00,16.38,veh_passenger,1071.62,758.86
56.99,179.65,veh13,31415835_0,805.62,0.00,17.30,veh_passenger,1078.52,785.48
56.99,219.66,veh8,31415835_0,863.06,0.00,14.80,veh_passenger,1056.96,733.80
57.00,205.81,veh12,31415835_0,834.00,0.00,16.35,veh_passenger,1071.55,758.72
57.00,179.65,veh13,31415835_0,805.80,0.00,17.29,veh_passenger,1078.52,785.31
57.00,219.66,veh8,31415835_0,863.21,0.00,14.77,veh_passenger,1056.86,733.68
57.01,205.81,veh12,31415835_0,834.16,0.00,16.32,veh_passenger,1071.47,758.57
57.01,179.65,veh13,31415835_0,805.97,0.00,17.27,veh_passenger,1078.52,785.13
57.01,219.66,veh8,31415835_0,863.36,0.00,14.73,veh_passenger,1056.77,733.57
57.02,205.81,veh12,31415835_0,834.33,0.00,16.30,veh_passenger,1071.40,758.42
57.02,179.65,veh13,31415835_0,806.14,0.00,17.24,veh_passenger,1078.52,784.96
57.02,219.66,veh8,31415835_0,863.50,0.00,14.69,veh_passenger,1056.68,733.46
57.03,205.81,veh12,31415835_0,834.49,0.00,16.26,veh_passenger,1071.33,758.28
57.03,179.65,veh13,31415835_0,806.31,0.00,17.22,veh_passenger,1078.52,784.79
57.03,219.66,veh8,31415835_0,863.65,0.00,14.67,veh_passenger,1056.58,733.34
57.04,205.81,veh12,31415835_0,834.65,0.00,16.24,veh_passenger,1071.26,758.13
57.04,179.65,veh13,31415835_0,806.48,0.00,17.19,veh_passenger,1078.52,784.62
57.04,219.66,veh8,31415835_0,863.80,0.00,14.63,veh_passenger,1056.49,733.23
57.05,205.81,veh12,31415835_0,834.81,0.00,16.21,veh_passenger,1071.19,757.98
57.05,179.65,veh13,31415835_0,806.66,0.00,17.17,veh_passenger,1078.52,784.44
57.05,219.66,veh8,31415835_0,863.94,0.00,14.59,veh_passenger,1056.40,733.12
57.06,205.81,veh12,31415835_0,834.97,0.00,16.18,veh_passenger,1071.12,757.84
57.06,179.65,veh13,31415835_0,806.83,0.00,17.14,veh_passenger,1078.52,784.27
57.06,219.66,veh8,31415835_0,864.09,0.00,14.55,veh_passenger,1056.30,733.01
57.07,205.81,veh12,31415835_0,835.14,0.00,16.15,veh_passenger,1071.05,757.69
57.07,179.65,veh13,31415835_0,807.00,0.00,17.12,veh_passenger,1078.52,784.10
57.07,219.66,veh8,31415835_0,864.23,0.00,14.52,veh_passenger,1056.21,732.89
57.08,205.81,veh12,31415835_0,835.30,0.00,16.12,veh_passenger,1070.98,757.55
57.08,179.65,veh13,31415835_0,807.17,0.00,17.10,veh_passenger,1078.53,783.93
57.08,219.66,veh8,31415835_0,864.38,0.00,14.49,veh_passenger,1056.12,732.78
57.09,205.81,veh12,31415835_0,835.46,0.00,16.09,veh_passenger,1070.91,757.40
57.09,179.65,veh13,31415835_0,807.34,0.00,17.07,veh_passenger,1078.53,783.76
57.09,219.66,veh8,31415835_0,864.52,0.00,14.45,veh_passenger,1056.03,732.67
57.10,205.81,veh12,31415835_0,835.62,0.00,16.07,veh_passenger,1070.84,757.26
57.10,179.65,veh13,31415835_0,807.51,0.00,17.06,veh_passenger,1078.53,783.59
57.10,219.66,veh8,31415835_0,864.67,0.00,14.43,veh_passenger,1055.93,732.56
57.11,205.81,veh12,31415835_0,835.78,0.00,16.05,veh_passenger,1070.77,757.11
57.11,179.65,veh13,31415835_0,807.68,0.00,17.04,veh_passenger,1078.53,783.42
57.11,219.66,veh8,31415835_0,864.81,0.00,14.39,veh_passenger,1055.84,732.45
57.12,205.81,veh12,31415835_0,835.94,0.00,16.01,veh_passenger,1070.70,756.97
57.12,179.65,veh13,31415835_0,807.85,0.00,17.01,veh_passenger,1078.53,783.25
57.12,219.66,veh8,31415835_0,864.95,0.00,14.35,veh_passenger,1055.75,732.34
57.13,205.81,veh12,31415835_0,836.10,0.00,15.98,veh_passenger,1070.63,756.83
57.13,179.65,veh13,31415835_0,808.02,0.00,16.99,veh_passenger,1078.53,783.08
57.13,219.66,veh8,31415835_0,865.10,0.00,14.32,veh_passenger,1055.66,732.23
57.14,205.81,veh12,31415835_0,836.26,0.00,15.96,veh_passenger,1070.56,756.68
57.14,179.65,veh13,31415835_0,808.19,0.00,16.96,veh_passenger,1078.53,782.91
57.14,219.66,veh8,31415835_0,865.24,0.00,14.28,veh_passenger,1055.57,732.12
57.15,205.81,veh12,31415835_0,836.42,0.00,15.92,veh_passenger,1070.49,756.54
57.15,179.65,veh13,31415835_0,808.36,0.00,16.95,veh_passenger,1078.53,782.74
57.15,219.66,veh8,31415835_0,865.38,0.00,14.25,veh_passenger,1055.48,732.01
57.16,205.81,veh12,31415835_0,836.58,0.00,15.91,veh_passenger,1070.42,756.40
57.16,179.65,veh13,31415835_0,808.53,0.00,16.92,veh_passenger,1078.53,782.57
57.16,219.66,veh8,31415835_0,865.52,0.00,14.22,veh_passenger,1055.39,731.90
57.17,205.81,veh12,31415835_0,836.74,0.00,15.87,veh_passenger,1070.35,756.25
57.17,179.65,veh13,31415835_0,808.70,0.00,16.90,veh_passenger,1078.53,782.40
57.17,219.66,veh8,31415835_0,865.67,0.00,14.18,veh_passenger,1055.30,731.79
57.18,205.81,veh12,31415835_0,836.89,0.00,15.85,veh_passenger,1070.29,756.11
57.18,179.65,veh13,31415835_0,808.87,0.00,16.87,veh_passenger,1078.54,782.23
57.18,219.66,veh8,31415835_0,865.81,0.00,14.15,veh_passenger,1055.21,731.68
57.19,205.81,veh12,31415835_0,837.05,0.00,15.83,veh_passenger,1070.22,755.97
57.19,179.65,veh13,31415835_0,809.04,0.00,16.86,veh_passenger,1078.54,782.06
57.19,219.66,veh8,31415835_0,865.95,0.00,14.12,veh_passenger,1055.12,731.57
57.20,205.81,veh12,31415835_0,837.21,0.00,15.80,veh_passenger,1070.15,755.82
57.20,179.65,veh13,31415835_0,809.20,0.00,16.83,veh_passenger,1078.54,781.90
57.20,219.66,veh8,31415835_0,866.09,0.00,14.08,veh_passenger,1055.03,731.46
57.21,205.81,veh12,31415835_0,837.37,0.00,15.76,veh_passenger,1070.08,755.68
57.21,179.65,veh13,31415835_0,809.37,0.00,16.82,veh_passenger,1078.54,781.73
57.21,219.66,veh8,31415835_0,866.23,0.00,14.05,veh_passenger,1054.94,731.36
57.22,205.81,veh12,31415835_0,837.53,0.00,15.74,veh_passenger,1070.01,755.54
57.22,179.65,veh13,31415835_0,809.54,0.00,16.78,veh_passenger,1078.54,781.56
57.22,219.66,veh8,31415835_0,866.37,0.00,14.01,veh_passenger,1054.85,731.25
57.23,205.81,veh12,31415835_0,837.68,0.00,15.70,veh_passenger,1069.94,755.40
57.23,179.65,veh13,31415835_0,809.71,0.00,16.76,veh_passenger,1078.54,781.39
57.23,219.66,veh8,31415835_0,866.51,0.00,13.97,veh_passenger,1054.76,731.14
57.24,205.81,veh12,31415835_0,837.84,0.00,15.68,veh_passenger,1069.87,755.26
57.24,179.65,veh13,31415835_0,809.88,0.00,16.74,veh_passenger,1078.54,781.23
57.24,219.66,veh8,31415835_0,866.65,0.00,13.94,veh_passenger,1054.67,731.03
57.25,205.81,veh12,31415835_0,838.00,0.00,15.65,veh_passenger,1069.81,755.12
57.25,179.65,veh13,31415835_0,810.04,0.00,16.71,veh_passenger,1078.54,781.06
57.25,219.66,veh8,31415835_0,866.79,0.00,13.91,veh_passenger,1054.58,730.93
57.26,205.81,veh12,31415835_0,838.15,0.00,15.64,veh_passenger,1069.74,754.98
57.26,179.65,veh13,31415835_0,810.21,0.00,16.69,veh_passenger,1078.54,780.89
57.26,219.66,veh8,31415835_0,866.93,0.00,13.88,veh_passenger,1054.49,730.82
57.27,205.81,veh12,31415835_0,838.31,0.00,15.60,veh_passenger,1069.67,754.84
57.27,179.65,veh13,31415835_0,810.38,0.00,16.67,veh_passenger,1078.54,780.72
57.27,219.66,veh8,31415835_0,867.07,0.00,13.84,veh_passenger,1054.40,730.71
57.28,205.81,veh12,31415835_0,838.46,0.00,15.57,veh_passenger,1069.60,754.70
57.28,179.65,veh13,31415835_0,810.54,0.00,16.65,veh_passenger,1078.55,780.56
57.28,219.66,veh8,31415835_0,867.20,0.00,13.81,veh_passenger,1054.32,730.61
57.29,205.81,veh12,31415835_0,838.62,0.00,15.54,veh_passenger,1069.53,754.56
57.29,179.65,veh13,31415835_0,810.71,0.00,16.63,veh_passenger,1078.55,780.39
57.29,219.66,veh8,31415835_0,867.34,0.00,13.77,veh_passenger,1054.23,730.50
57.30,205.81,veh12,31415835_0,838.77,0.00,15.52,veh_passenger,1069.47,754.42
57.30,179.65,veh13,31415835_0,810.87,0.00,16.61,veh_passenger,1078.55,780.23
57.30,219.66,veh8,31415835_0,867.48,0.00,13.74,veh_passenger,1054.14,730.39
57.31,205.81,veh12,31415835_0,838.93,0.00,15.49,veh_passenger,1069.40,754.28
57.31,179.65,veh13,31415835_0,811.04,0.00,16.59,veh_passenger,1078.55,780.06
57.31,219.66,veh8,31415835_0,867.62,0.00,13.71,veh_passenger,1054.05,730.29
57.32,205.81,veh12,31415835_0,839.08,0.00,15.47,veh_passenger,1069.33,754.14
57.32,179.65,veh13,31415835_0,811.21,0.00,16.56,veh_passenger,1078.55,779.89
57.32,219.66,veh8,31415835_0,867.75,0.00,13.67,veh_passenger,1053.96,730.18
57.33,205.81,veh12,31415835_0,839.24,0.00,15.43,veh_passenger,1069.26,754.00
57.33,179.65,veh13,31415835_0,811.37,0.00,16.54,veh_passenger,1078.55,779.73
57.33,219.66,veh8,31415835_0,867.89,0.00,13.64,veh_passenger,1053.88,730.08
57.34,205.81,veh12,31415835_0,839.39,0.00,15.42,veh_passenger,1069.20,753.86
57.34,179.65,veh13,31415835_0,811.54,0.00,16.52,veh_passenger,1078.55,779.56
57.34,219.66,veh8,31415835_0,868.03,0.00,13.61,veh_passenger,1053.79,729.97
57.35,205.81,veh12,31415835_0,839.55,0.00,15.38,veh_passenger,1069.13,753.72
57.35,179.65,veh13,31415835_0,811.70,0.00,16.50,veh_passenger,1078.55,779.40
57.35,219.66,veh8,31415835_0,868.16,0.00,13.57,veh_passenger,1053.70,729.87
57.36,205.81,veh12,31415835_0,839.70,0.00,15.36,veh_passenger,1069.06,753.58
57.36,179.65,veh13,31415835_0,811.87,0.00,16.47,veh_passenger,1078.55,779.23
57.36,219.66,veh8,31415835_0,868.30,0.00,13.53,veh_passenger,1053.62,729.77
57.37,205.81,veh12,31415835_0,839.85,0.00,15.33,veh_passenger,1069.00,753.45
57.37,179.65,veh13,31415835_0,812.03,0.00,16.45,veh_passenger,1078.55,779.07
57.37,219.66,veh8,31415835_0,868.43,0.00,13.50,veh_passenger,1053.53,729.66
57.38,205.81,veh12,31415835_0,840.01,0.00,15.30,veh_passenger,1068.93,753.31
57.38,179.65,veh13,31415835_0,812.20,0.00,16.42,veh_passenger,1078.56,778.91
57.38,219.66,veh8,31415835_0,868.57,0.00,13.47,veh_passenger,1053.45,729.56
57.39,205.81,veh12,31415835_0,840.16,0.00,15.28,veh_passenger,1068.86,753.17
57.39,179.65,veh13,31415835_0,812.36,0.00,16.40,veh_passenger,1078.56,778.74
57.39,219.66,veh8,31415835_0,868.70,0.00,13.44,veh_passenger,1053.36,729.45
57.40,205.81,veh12,31415835_0,840.31,0.00,15.25,veh_passenger,1068.80,753.03
57.40,179.65,veh13,31415835_0,812.52,0.00,16.38,veh_passenger,1078.56,778.58
57.40,219.66,veh8,31415835_0,868.83,0.00,13.40,veh_passenger,1053.27,729.35
57.41,205.81,veh12,31415835_0,840.46,0.00,15.22,veh_passenger,1068.73,752.90
57.41,179.65,veh13,31415835_0,812.69,0.00,16.36,veh_passenger,1078.56,778.41
57.41,219.66,veh8,31415835_0,868.97,0.00,13.37,veh_passenger,1053.19,729.25
57.42,205.81,veh12,31415835_0,840.62,0.00,15.19,veh_passenger,1068.66,752.76
57.42,179.65,veh13,31415835_0,812.85,0.00,16.34,veh_passenger,1078.56,778.25
57.42,219.66,veh8,31415835_0,869.10,0.00,13.34,veh_passenger,1053.10,729.15
57.43,205.81,veh12,31415835_0,840.77,0.00,15.16,veh_passenger,1068.60,752.62
57.43,179.65,veh13,31415835_0,813.01,0.00,16.31,veh_passenger,1078.56,778.09
57.43,219.66,veh8,31415835_0,869.23,0.00,13.30,veh_passenger,1053.02,729.04
57.44,205.81,veh12,31415835_0,840.92,0.00,15.13,veh_passenger,1068.53,752.49
57.44,179.65,veh13,31415835_0,813.18,0.00,16.29,veh_passenger,1078.56,777.92
57.44,219.66,veh8,31415835_0,869.37,0.00,13.27,veh_passenger,1052.93,728.94
57.45,205.81,veh12,31415835_0,841.07,0.00,15.12,veh_passenger,1068.47,752.35
57.45,179.65,veh13,31415835_0,813.34,0.00,16.27,veh_passenger,1078.56,777.76
57.45,219.66,veh8,31415835_0,869.50,0.00,13.23,veh_passenger,1052.85,728.84
57.46,205.81,veh12,31415835_0,841.22,0.00,15.08,veh_passenger,1068.40,752.21
57.46,179.65,veh13,31415835_0,813.50,0.00,16.26,veh_passenger,1078.56,777.60
57.46,219.66,veh8,31415835_0,869.63,0.00,13.19,veh_passenger,1052.77,728.74
57.47,205.81,veh12,31415835_0,841.37,0.00,15.05,veh_passenger,1068.34,752.08
57.47,179.65,veh13,31415835_0,813.66,0.00,16.23,veh_passenger,1078.56,777.44
57.47,219.66,veh8,31415835_0,869.76,0.00,13.16,veh_passenger,1052.68,728.64
57.48,205.81,veh12,31415835_0,841.52,0.00,15.03,veh_passenger,1068.27,751.94
57.48,179.65,veh13,31415835_0,813.83,0.00,16.20,veh_passenger,1078.57,777.28
57.48,219.66,veh8,31415835_0,869.89,0.00,13.12,veh_passenger,1052.60,728.53
57.49,205.81,veh12,31415835_0,841.67,0.00,14.99,veh_passenger,1068.21,751.81
57.49,179.65,veh13,31415835_0,813.99,0.00,16.17,veh_passenger,1078.57,777.11
57.49,219.66,veh8,31415835_0,870.03,0.00,13.09,veh_passenger,1052.51,728.43
57.50,205.81,veh12,31415835_0,841.82,0.00,14.97,veh_passenger,1068.14,751.67
57.50,179.65,veh13,31415835_0,814.15,0.00,16.16,veh_passenger,1078.57,776.95
57.50,219.66,veh8,31415835_0,870.16,0.00,13.06,veh_passenger,1052.43,728.33
